Month,District_State,TotalPrecipitation
2013-06,"JODHPUR, RAJASTHAN",3.95336
2013-06,"NAGOUR, RAJASTHAN",4.60925
2013-06,"TONK, RAJASTHAN",5.00479
2013-06,"JAIPUR, RAJASTHAN",5.67698
2013-06,"REWARI, HARYANA",6.78491
2013-06,"ALWAR, RAJASTHAN",7.32536
2013-06,"GANGANAGAR, RAJASTHAN",7.44238
2013-06,"AJMER, RAJASTHAN",7.49525
2001-06,"AMRITSAR, PUNJAB",1.40955
2001-06,"GANGANAGAR, RAJASTHAN",2.37515
2001-06,"FARIDKOT, PUNJAB",2.57721
2001-06,"SANGRUR, PUNJAB",4.34132
2001-06,"KUPWARA, JAMMU AND KASHMIR",4.56791
2001-06,"JAISALMER, RAJASTHAN",4.63331
2001-06,"UDHAMPUR, JAMMU AND KASHMIR",5.70646
2001-06,"JAMMU, JAMMU AND KASHMIR",6.09484
2001-06,"GURDASPUR, PUNJAB",7.50876
2001-06,"KATHUA, JAMMU AND KASHMIR",8.16336
2005-12,"MAHARAJGANJ, UTTAR PRADESH",0.00000
2005-12,"BARAN, RAJASTHAN",0.00000
2005-12,"RAJASMAND, RAJASTHAN",0.00000
2005-12,"BALRAMPUR, UTTAR PRADESH",0.00000
2005-12,"JAMMU, JAMMU AND KASHMIR",0.00000
2005-12,"BANSWARA, RAJASTHAN",0.00000
2005-12,"JHABUA, MADHAYA PRADESH",0.00000
2005-12,"UDHAMPUR, JAMMU AND KASHMIR",0.00000
2005-12,"GAYA, BIHAR",0.00000
2005-12,"THANA, MAHARASHTRA",0.00000
2006-05,"SINGBHUM WEST� C, JHARKHAND",0.00000
2006-05,"BIKANER, RAJASTHAN",0.00000
2006-05,"NAGOUR, RAJASTHAN",0.00057
2006-05,"CHURU, RAJASTHAN",0.00196
2006-05,"JAMNAGAR, GUJARAT",0.00196
2006-05,"SIKAR, RAJASTHAN",0.00206
2006-05,"JAISALMER, RAJASTHAN",0.00481
2006-05,"AMRITSAR, PUNJAB",0.00687
2006-05,"CHANDIGARH, CHANDIGARH",0.01073
2006-05,"JAMMU, JAMMU AND KASHMIR",0.02060
2008-09,"JAISALMER, RAJASTHAN",0.43465
2008-09,"GANGANAGAR, RAJASTHAN",1.72391
2008-09,"SINGBHUM WEST� C, JHARKHAND",2.38094
2008-09,"KUPWARA, JAMMU AND KASHMIR",6.12488
2008-09,"BARMER, RAJASTHAN",8.83335
2008-09,"BIKANER, RAJASTHAN",10.78663
2008-09,"VIRUDHUNAGAR, TAMILNADU",18.82310
2008-09,"JALORE, RAJASTHAN",19.34795
2008-09,"JODHPUR, RAJASTHAN",26.00584
2008-09,"LADAKH, LADAKH",30.16004
2006-04,"JHALAWAR, RAJASTHAN",0.00000
2006-04,"BARWANI, MADHAYA PRADESH",0.00000
2006-04,"JAMNAGAR, GUJARAT",0.00000
2006-04,"BANSWARA, RAJASTHAN",0.00000
2006-04,"DUNGARPUR, RAJASTHAN",0.00000
2006-04,"SINDHUDURG, MAHARASHTRA",0.00000
2006-04,"RATNAGIRI, MAHARASHTRA",0.00000
2006-04,"UDHAMSING NAGAR, UTTARAKHAND",0.00000
2006-04,"RAJKOT, GUJARAT",0.00000
2006-04,"SHIVPURI, MADHAYA PRADESH",0.00000
2007-08,"BIKANER, RAJASTHAN",2.71110
2007-08,"JAISALMER, RAJASTHAN",3.87474
2007-08,"LADAKH, LADAKH",9.11951
2007-08,"CHURU, RAJASTHAN",21.97450
2007-08,"JODHPUR, RAJASTHAN",23.97508
2007-08,"GANGANAGAR, RAJASTHAN",24.81194
2007-08,"BARMER, RAJASTHAN",28.31709
2007-08,"NAGOUR, RAJASTHAN",32.25031
2007-08,"KUPWARA, JAMMU AND KASHMIR",34.97516
2007-08,"FARIDKOT, PUNJAB",39.75278
2010-02,"RATNAGIRI, MAHARASHTRA",0.00000
2010-02,"NORTH GOA, GOA",0.00000
2010-02,"DIU, DAMAN AND DIU",0.00000
2010-02,"MUMBAI CITY, MAHARASHTRA",0.00000
2010-02,"SOUTH GOA, GOA",0.00000
2010-02,"CHENNAI, TAMILNADU",0.00000
2010-02,"SINDHUDURG, MAHARASHTRA",0.00000
2010-02,"KOLABA/RAIGARH, MAHARASHTRA",0.00000
2010-02,"PUDUCHERRY, PUDUCHERRY",0.00172
2010-02,"CUDDALORE, TAMILNADU",0.00458
2001-05,"BHABUA, BIHAR",0.00000
2001-05,"LATEHAR, JHARKHAND",0.00000
2001-05,"PALAMAU, JHARKHAND",0.00000
2001-05,"SHAHDOL, MADHAYA PRADESH",0.00343
2001-05,"JAMMU, JAMMU AND KASHMIR",0.00858
2001-05,"KORIYA, CHATISGARH",0.01202
2001-05,"SIDHI, MADHAYA PRADESH",0.03090
2001-05,"JAISALMER, RAJASTHAN",0.03811
2001-05,"VARANASI, UTTAR PRADESH",0.04978
2001-05,"MANDLA, MADHAYA PRADESH",0.07982
2005-02,"SHAJAPUR, MADHAYA PRADESH",0.00000
2005-02,"BHOPAL, MADHAYA PRADESH",0.00000
2005-02,"RAJKOT, GUJARAT",0.00000
2005-02,"UDAIPUR, RAJASTHAN",0.00000
2005-02,"BUNDI, RAJASTHAN",0.00000
2005-02,"JALORE, RAJASTHAN",0.00000
2005-02,"BROACH, GUJARAT",0.00000
2005-02,"NORTH GOA, GOA",0.00000
2005-02,"BHAVNAGAR, GUJARAT",0.00000
2005-02,"BHILWARA, RAJASTHAN",0.00000
2001-11,"SIMDEGA, JHARKHAND",0.00000
2001-11,"CHITTORGARH, RAJASTHAN",0.00000
2001-11,"DEWAS, MADHAYA PRADESH",0.00000
2001-11,"HARDA, MADHAYA PRADESH",0.00000
2001-11,"UDHAMSING NAGAR, UTTARAKHAND",0.00000
2001-11,"HAZARIBAGH, JHARKHAND",0.00000
2001-11,"JAISALMER, RAJASTHAN",0.00000
2001-11,"BARMER, RAJASTHAN",0.00000
2001-11,"JAIPUR, RAJASTHAN",0.00000
2001-11,"RAJKOT, GUJARAT",0.00000
2000-08,"GANGANAGAR, RAJASTHAN",1.66812
2000-08,"JAISALMER, RAJASTHAN",3.95697
2000-08,"FARIDKOT, PUNJAB",6.72083
2000-08,"LADAKH, LADAKH",12.83791
2000-08,"KUPWARA, JAMMU AND KASHMIR",15.15770
2000-08,"SINGBHUM WEST� C, JHARKHAND",15.57699
2000-08,"BIKANER, RAJASTHAN",16.42914
2000-08,"BARMER, RAJASTHAN",16.84204
2000-08,"SANGRUR, PUNJAB",20.31470
2000-08,"CHURU, RAJASTHAN",21.29827
2004-04,"SURAT, GUJARAT",0.00000
2004-04,"RAJKOT, GUJARAT",0.00000
2004-04,"SOUTH GOA, GOA",0.00000
2004-04,"S.RAVIDAS NAGAR, UTTAR PRADESH",0.00000
2004-04,"DHULIA, MAHARASHTRA",0.00000
2004-04,"JABALPUR, MADHAYA PRADESH",0.00000
2004-04,"KATNI, MADHAYA PRADESH",0.00000
2004-04,"KHARGONE, MADHAYA PRADESH",0.00000
2004-04,"DUNGARPUR, RAJASTHAN",0.00000
2004-04,"UJJAIN, MADHAYA PRADESH",0.00000
2006-09,"JAISALMER, RAJASTHAN",0.20840
2006-09,"JODHPUR, RAJASTHAN",2.87490
2006-09,"BARMER, RAJASTHAN",5.83649
2006-09,"PALI, RAJASTHAN",6.00472
2006-09,"BIKANER, RAJASTHAN",8.53328
2006-09,"SINGBHUM WEST� C, JHARKHAND",10.23274
2006-09,"AJMER, RAJASTHAN",10.30003
2006-09,"NAGOUR, RAJASTHAN",12.62112
2006-09,"TONK, RAJASTHAN",14.23760
2006-09,"GANGANAGAR, RAJASTHAN",14.54444
2002-04,"KANKER, CHATISGARH",0.00000
2002-04,"UDHAMSING NAGAR, UTTARAKHAND",0.00000
2002-04,"FARRUKHABAD, UTTAR PRADESH",0.00000
2002-04,"AMRITSAR, PUNJAB",0.00000
2002-04,"DURG, CHATISGARH",0.00000
2002-04,"JABALPUR, MADHAYA PRADESH",0.00000
2002-04,"JANJGIR, CHATISGARH",0.00000
2002-04,"NANDED, MAHARASHTRA",0.00000
2002-04,"NALGONDA, TELANGANA",0.00000
2002-04,"NAWADAH, BIHAR",0.00000
2003-07,"LADAKH, LADAKH",13.88955
2003-07,"VIRUDHUNAGAR, TAMILNADU",27.14718
2003-07,"KUPWARA, JAMMU AND KASHMIR",27.36970
2003-07,"KARGIL, JAMMU AND KASHMIR",53.36353
2003-07,"RAMANATHAPURA, TAMILNADU",56.02993
2003-07,"ERODE, TAMILNADU",56.62236
2003-07,"MADURAI, TAMILNADU",60.24993
2003-07,"KOPPAL, KARNATAKA",63.05483
2003-07,"BAGALKOTE, KARNATAKA",63.55877
2003-07,"BELLARY, KARNATAKA",67.83486
2010-04,"JABALPUR, MADHAYA PRADESH",0.00000
2010-04,"UDAIPUR, RAJASTHAN",0.00000
2010-04,"GUNA, MADHAYA PRADESH",0.00000
2010-04,"BARAN, RAJASTHAN",0.00000
2010-04,"LALITPUR, UTTAR PRADESH",0.00000
2010-04,"SHAJAPUR, MADHAYA PRADESH",0.00000
2010-04,"JASHPURNAGAR, CHATISGARH",0.00000
2010-04,"JAGATSINGHPUR, ORISSA",0.00000
2010-04,"NEEMUCH, MADHAYA PRADESH",0.00000
2010-04,"SHIVPURI, MADHAYA PRADESH",0.00000
2002-03,"PALI, RAJASTHAN",0.00000
2002-03,"KANPUR CITY, UTTAR PRADESH",0.00000
2002-03,"VARANASI, UTTAR PRADESH",0.00000
2002-03,"FIROZABAD, UTTAR PRADESH",0.00000
2002-03,"MAHAMAYA NAGA, UTTAR PRADESH",0.00000
2002-03,"BULANDSHAHR, UTTAR PRADESH",0.00000
2002-03,"AURAIYA, UTTAR PRADESH",0.00000
2002-03,"SATNA, MADHAYA PRADESH",0.00000
2002-03,"BHARATPUR, RAJASTHAN",0.00000
2002-03,"DHOLPUR, RAJASTHAN",0.00000
2011-05,"JAMNAGAR, GUJARAT",0.00000
2011-05,"RAJKOT, GUJARAT",0.00000
2011-05,"SINGBHUM WEST� C, JHARKHAND",0.00000
2011-05,"SURENDRANAGAR, GUJARAT",0.00000
2011-05,"DIU, DAMAN AND DIU",0.00000
2011-05,"PATAN, GUJARAT",0.00458
2011-05,"BANASKANTHA, GUJARAT",0.01202
2011-05,"NEEMUCH, MADHAYA PRADESH",0.03777
2011-05,"BHAVNAGAR, GUJARAT",0.06180
2011-05,"BIKANER, RAJASTHAN",0.08068
2000-02,"CHHATARPUR, MADHAYA PRADESH",0.00000
2000-02,"SIDHI, MADHAYA PRADESH",0.00000
2000-02,"REWA, MADHAYA PRADESH",0.00000
2000-02,"UJJAIN, MADHAYA PRADESH",0.00000
2000-02,"RATNAGIRI, MAHARASHTRA",0.00000
2000-02,"PANNA, MADHAYA PRADESH",0.00000
2000-02,"SATNA, MADHAYA PRADESH",0.00000
2000-02,"INDORE, MADHAYA PRADESH",0.00000
2000-02,"SURENDRANAGAR, GUJARAT",0.00114
2000-02,"SOUTH GOA, GOA",0.00687
2000-01,"LALITPUR, UTTAR PRADESH",0.00000
2000-01,"BARA BANKI, UTTAR PRADESH",0.00000
2000-01,"RAJKOT, GUJARAT",0.00000
2000-01,"JHABUA, MADHAYA PRADESH",0.00000
2000-01,"JABALPUR, MADHAYA PRADESH",0.00000
2000-01,"MALKANGIRI, ORISSA",0.00000
2000-01,"BHAVNAGAR, GUJARAT",0.00000
2000-01,"BROACH, GUJARAT",0.00000
2000-01,"JHANSI, UTTAR PRADESH",0.00000
2000-01,"THANA, MAHARASHTRA",0.00000
2002-12,"KOLHAPUR, MAHARASHTRA",0.00000
2002-12,"SANGLI, MAHARASHTRA",0.00000
2002-12,"GADAG, KARNATAKA",0.00000
2002-12,"JAMTARA, JHARKHAND",0.00000
2002-12,"SATARA, MAHARASHTRA",0.00000
2002-12,"SINGBHUM EAST, JHARKHAND",0.00000
2002-12,"GANJAM, ORISSA",0.00000
2002-12,"BANKURA, WEST BENGAL",0.00000
2002-12,"NORTH GOA, GOA",0.00000
2002-12,"KENDRAPARA, ORISSA",0.00000
2012-08,"CHAMPARAN.WEST, BIHAR",15.08174
2012-08,"SARAN, BIHAR",24.02630
2012-08,"JAISALMER, RAJASTHAN",25.75401
2012-08,"SIWAN, BIHAR",27.77595
2012-08,"GOPALGANJ, BIHAR",32.10239
2012-08,"KHUSHINAGAR, UTTAR PRADESH",32.81478
2012-08,"PATNA, BIHAR",34.82288
2012-08,"DEORIA, UTTAR PRADESH",34.86184
2012-08,"BALLIA, UTTAR PRADESH",36.31782
2012-08,"CUDDAPAH, ANDHRA PRADESH",38.96999
2004-02,"SONBHADRA, UTTAR PRADESH",0.00000
2004-02,"BIKANER, RAJASTHAN",0.00000
2004-02,"PALAMAU, JHARKHAND",0.00000
2004-02,"DEWAS, MADHAYA PRADESH",0.00000
2004-02,"MAHENDRAGARH, HARYANA",0.00000
2004-02,"DARBHANGA, BIHAR",0.00000
2004-02,"SAHEBGANJ, JHARKHAND",0.00000
2004-02,"DANGS, GUJARAT",0.00000
2004-02,"RAE BARELI, UTTAR PRADESH",0.00000
2004-02,"REWARI, HARYANA",0.00000
2012-02,"THANA, MAHARASHTRA",0.00343
2012-02,"NAVSARI, GUJARAT",0.00343
2012-02,"KOLHAPUR, MAHARASHTRA",0.00343
2012-02,"RATLAM, MADHAYA PRADESH",0.00343
2012-02,"JALGAON, MAHARASHTRA",0.00343
2012-02,"RAJASMAND, RAJASTHAN",0.00343
2012-02,"MEDAK, TELANGANA",0.00343
2012-02,"KOTAH, RAJASTHAN",0.00343
2012-02,"SAGAR, MADHAYA PRADESH",0.00343
2012-02,"KANKER, CHATISGARH",0.00343
2006-03,"N.C.HILLS, ASSAM",0.00000
2006-03,"CHURACHANDPUR, MANIPUR",0.00000
2006-03,"IMPHAL, MANIPUR",0.00000
2006-03,"SIBSAGAR, ASSAM",0.00000
2006-03,"TINSUKIA, ASSAM",0.00000
2006-03,"KARIMGANJ, ASSAM",0.00000
2006-03,"JAINTIA HILLS, MEGHALAYA",0.00000
2006-03,"DARRANG, ASSAM",0.00515
2006-03,"EAST GARO HILLS, MEGHALAYA",0.02747
2006-03,"NALBARI, ASSAM",0.06180
2010-03,"SHOLAPUR, MAHARASHTRA",0.00000
2010-03,"KOWARDHA, CHATISGARH",0.00000
2010-03,"SONBHADRA, UTTAR PRADESH",0.00000
2010-03,"AMBEDKAR NAGAR, UTTAR PRADESH",0.00000
2010-03,"BANSWARA, RAJASTHAN",0.00000
2010-03,"SARAN, BIHAR",0.00000
2010-03,"AZAMGARH, UTTAR PRADESH",0.00000
2010-03,"KOTAH, RAJASTHAN",0.00000
2010-03,"SAWAI MADHOPUR, RAJASTHAN",0.00000
2010-03,"RAE BARELI, UTTAR PRADESH",0.00000
2000-07,"RAMANATHAPURA, TAMILNADU",2.84117
2000-07,"VIRUDHUNAGAR, TAMILNADU",11.03879
2000-07,"SIVAGANGA, TAMILNADU",15.51919
2000-07,"THIRUVARUR, TAMILNADU",18.25619
2000-07,"LADAKH, LADAKH",18.75444
2000-07,"TIRUCHIRAPALLI, TAMILNADU",20.69224
2000-07,"ERODE, TAMILNADU",20.91608
2000-07,"NAMAKKAL, TAMILNADU",21.46780
2000-07,"MADURAI, TAMILNADU",28.26597
2000-07,"NAGAPATTINAM, TAMILNADU",31.66323
2001-10,"FARIDKOT, PUNJAB",0.00000
2001-10,"JAMMU, JAMMU AND KASHMIR",0.00000
2001-10,"UNA, HIMACHAL PRADESH",0.00000
2001-10,"CHAMBA, HIMACHAL PRADESH",0.00000
2001-10,"GANGANAGAR, RAJASTHAN",0.00000
2001-10,"UDHAMPUR, JAMMU AND KASHMIR",0.00000
2001-10,"AMRITSAR, PUNJAB",0.00000
2001-10,"KAPURTHALA, PUNJAB",0.00000
2001-10,"MANDI, HIMACHAL PRADESH",0.00000
2001-10,"CHANDIGARH, CHANDIGARH",0.00000
2004-11,"LOHARDAGA, JHARKHAND",0.00000
2004-11,"VARANASI, UTTAR PRADESH",0.00000
2004-11,"GAZIABAD, UTTAR PRADESH",0.00000
2004-11,"NAWADAH, BIHAR",0.00000
2004-11,"GANGANAGAR, RAJASTHAN",0.00000
2004-11,"AURAIYA, UTTAR PRADESH",0.00000
2004-11,"JAMUI, BIHAR",0.00000
2004-11,"JAMTARA, JHARKHAND",0.00000
2004-11,"AMBALA, HARYANA",0.00000
2004-11,"UMARIA, MADHAYA PRADESH",0.00000
2007-07,"JAISALMER, RAJASTHAN",2.74160
2007-07,"GANGANAGAR, RAJASTHAN",6.38795
2007-07,"KUPWARA, JAMMU AND KASHMIR",10.71510
2007-07,"AMRITSAR, PUNJAB",11.50131
2007-07,"BIKANER, RAJASTHAN",11.76510
2007-07,"BARMER, RAJASTHAN",13.15990
2007-07,"FARIDKOT, PUNJAB",13.37957
2007-07,"LADAKH, LADAKH",20.14103
2007-07,"CHURU, RAJASTHAN",24.70636
2007-07,"ANANTNAG, JAMMU AND KASHMIR",25.08659
2012-04,"SOUTH GOA, GOA",0.00343
2012-04,"SINDHUDURG, MAHARASHTRA",0.01373
2012-04,"RATNAGIRI, MAHARASHTRA",0.01923
2012-04,"KORIYA, CHATISGARH",0.06008
2012-04,"KOLABA/RAIGARH, MAHARASHTRA",0.13847
2012-04,"HINGOLI, MAHARASHTRA",0.14420
2012-04,"DIU, DAMAN AND DIU",0.22316
2012-04,"SINGBHUM EAST, JHARKHAND",0.23174
2012-04,"SHAHUJI M NAGAR, UTTAR PRADESH",0.24376
2012-04,"SHAHDOL, MADHAYA PRADESH",0.26779
2003-12,"DHULIA, MAHARASHTRA",0.00000
2003-12,"NAVSARI, GUJARAT",0.00000
2003-12,"RATLAM, MADHAYA PRADESH",0.00000
2003-12,"BANSWARA, RAJASTHAN",0.00000
2003-12,"BARMER, RAJASTHAN",0.00000
2003-12,"GANGANAGAR, RAJASTHAN",0.00000
2003-12,"JALORE, RAJASTHAN",0.00000
2003-12,"THANA, MAHARASHTRA",0.00000
2003-12,"SURAT, GUJARAT",0.00000
2003-12,"NORTH GOA, GOA",0.00000
2010-01,"CHHIMTUIPUI, MIZORAM",0.00000
2010-01,"IMPHAL, MANIPUR",0.00000
2010-01,"NEEMUCH, MADHAYA PRADESH",0.00000
